Packet number,a_x,a_y,a_z,w_x,w_y,w_z
706,-1360,324,16068,2015,-1792,-286
707,-1656,2636,15636,591,-1202,2151
708,-1228,-84,15792,-1662,-1316,1425
709,-364,-312,16084,-384,-319,-209
710,-1408,116,16028,-395,-904,-844
711,-1892,-208,16388,-524,361,589
712,-852,-104,17264,-1511,760,333
713,-2196,696,16440,575,198,239
714,-272,184,16536,112,207,868
715,-972,260,15560,439,56,411
716,-1616,436,15888,-330,719,396
717,-1304,448,16324,275,-138,883
718,-1056,96,15952,444,-1172,-124
719,-1972,328,16368,187,1002,277
720,-596,160,16660,-141,-374,868
721,-1440,404,16436,187,46,-768
722,-1752,-116,16476,189,1126,32
723,-1784,248,16460,-146,200,133
724,-1364,312,16372,-64,322,43
725,-1456,132,15828,84,361,-127
726,-2040,480,16260,-64,953,226
727,-564,-60,15800,-89,593,-182
728,-1756,228,16116,-470,259,-259
729,-1032,-292,15692,77,44,351
730,-1560,20,16540,323,-504,-260
731,-2940,408,15812,354,382,323
732,-1088,36,16344,449,-91,336
733,-600,52,16460,229,-832,376
734,-1692,592,16272,645,655,539
735,-1280,460,16440,470,273,-616
736,-832,112,16060,222,24,18
737,-1368,120,15716,47,-576,-60
738,-2636,720,16436,-339,345,-136
739,-1080,24,16584,193,-424,11
740,-1760,488,16700,-63,516,130
741,-1532,368,16476,265,233,15
742,-1108,452,16588,50,-47,169
743,-1284,496,15984,297,525,180
744,-1108,616,16284,61,451,-271
745,-1244,596,16220,185,443,-35
746,-1280,452,16060,244,298,-176
747,-1692,324,16088,142,738,-485
748,-1716,328,16500,-86,243,-230
749,-1660,80,16176,139,488,-136
750,-1896,368,16432,-18,34,274
751,-1276,388,16048,195,347,-91
752,-1428,672,16300,155,256,-279
753,-1524,616,15944,306,-83,-133
754,-1484,744,15892,-26,468,-81
755,-1188,404,16312,185,163,-316
756,-1612,180,16100,-29,153,-38
757,-1760,20,16300,-52,604,-278
758,-1824,216,16612,-233,654,-47
759,-1604,280,15780,287,-28,62
760,-1556,448,16304,-458,21,232
761,-1356,300,16132,71,512,225
762,-1272,628,16440,-55,132,-108
763,-1784,740,16008,-24,204,-116
764,-1740,504,16236,-63,440,64
765,-1800,340,16348,-14,439,-123
766,-2004,444,16272,-26,813,-298
767,-1840,348,16348,149,180,109
768,-2044,356,15956,104,269,43
769,-1836,420,15992,62,496,78
770,-1428,284,15964,97,474,-47
771,-1736,376,16136,-8,-21,-91
772,-1912,288,16148,18,-22,186
773,-1784,416,16140,35,-73,100
774,-1808,476,16540,-37,434,52
775,-1596,320,16444,172,206,347
776,-1800,584,16308,79,32,149
777,-1988,600,16224,239,412,-44
778,-1636,496,16088,286,-80,10
779,-1868,448,15508,169,811,-62
780,-1780,340,16640,-91,779,-88
781,-1968,376,16180,410,-433,-323
782,-1796,388,15916,119,623,90
783,-1808,392,15964,62,527,21
784,-2008,424,16128,-237,112,-25
785,-1676,420,16360,105,-34,15
786,-1616,388,15744,269,-79,-128
787,-1824,516,16068,-168,487,-106
788,-1848,336,16140,21,373,-24
789,-1864,360,16088,72,29,38
790,-1836,352,16068,-222,416,-66
791,-1708,572,16292,77,294,125
792,-2052,560,16144,-59,458,30
